#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CIT	NRIP1	9606.ENSP00000376306	9606.ENSP00000327213	0	0	0	0	0	0.292	0	0	0.292
CIT	EEF1G	9606.ENSP00000376306	9606.ENSP00000331901	0	0	0	0	0	0.292	0	0	0.292
CIT	HSP90AA1	9606.ENSP00000376306	9606.ENSP00000335153	0	0	0	0	0	0.292	0	0	0.292
CIT	HSPD1	9606.ENSP00000376306	9606.ENSP00000340019	0	0	0	0	0	0.292	0	0	0.292
CIT	SMARCA4	9606.ENSP00000376306	9606.ENSP00000343896	0	0	0	0	0	0.292	0	0	0.292
CIT	VAT1	9606.ENSP00000376306	9606.ENSP00000347872	0	0	0	0	0	0.292	0	0	0.292
CIT	SVIL	9606.ENSP00000376306	9606.ENSP00000348128	0	0	0	0	0	0.292	0	0	0.292
CIT	RPS26	9606.ENSP00000376306	9606.ENSP00000348849	0	0	0	0	0	0.292	0	0	0.292
CIT	SFPQ	9606.ENSP00000376306	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0	0.292
CIT	TCF20	9606.ENSP00000376306	9606.ENSP00000352463	0	0	0	0	0	0.292	0	0	0.292
CIT	G3BP2	9606.ENSP00000376306	9606.ENSP00000352738	0	0	0	0	0	0.292	0	0	0.292
CIT	KIF14	9606.ENSP00000376306	9606.ENSP00000356319	0	0	0	0	0	0.325	0	0	0.325
CIT	NFIA	9606.ENSP00000376306	9606.ENSP00000360231	0	0	0	0	0	0.292	0	0	0.292
CIT	HSP90AB1	9606.ENSP00000376306	9606.ENSP00000360609	0	0	0	0	0	0.292	0	0	0.292
CIT	MACROH2A2	9606.ENSP00000376306	9606.ENSP00000362352	0	0	0	0	0	0.292	0	0	0.292
CIT	RPRD1B	9606.ENSP00000376306	9606.ENSP00000362532	0	0	0	0	0	0.292	0	0	0.292
CIT	HDAC1	9606.ENSP00000376306	9606.ENSP00000362649	0	0	0	0	0	0.292	0	0	0.292
CIT	ITPR3	9606.ENSP00000376306	9606.ENSP00000363435	0	0	0	0	0	0.292	0	0	0.292
CIT	TXN	9606.ENSP00000376306	9606.ENSP00000363641	0	0	0	0	0	0.292	0	0	0.292
CIT	HNRNPR	9606.ENSP00000376306	9606.ENSP00000363745	0	0	0	0	0	0.292	0	0	0.292
CIT	HSPA1L	9606.ENSP00000376306	9606.ENSP00000364805	0	0	0	0	0	0.292	0	0	0.292
CIT	SLC3A2	9606.ENSP00000376306	9606.ENSP00000367123	0	0	0	0	0	0.292	0	0	0.292
CIT	DSP	9606.ENSP00000376306	9606.ENSP00000369129	0	0	0	0	0	0.292	0	0	0.292
CIT	PDHA1	9606.ENSP00000376306	9606.ENSP00000369134	0	0	0	0	0	0.292	0	0	0.292
CIT	HADHA	9606.ENSP00000376306	9606.ENSP00000370023	0	0	0	0	0	0.292	0	0	0.292
CIT	SMARCA2	9606.ENSP00000376306	9606.ENSP00000371638	0	0	0	0	0	0.292	0	0	0.292
CIT	TFRC	9606.ENSP00000376306	9606.ENSP00000376197	0	0	0	0	0	0.292	0	0	0.292
CIT	DDOST	9606.ENSP00000376306	9606.ENSP00000399457	0	0	0	0	0	0.292	0	0	0.292
CIT	DCD	9606.ENSP00000376306	9606.ENSP00000406773	0	0	0	0	0	0.292	0	0	0.292
CIT	RACK1	9606.ENSP00000376306	9606.ENSP00000426909	0	0	0	0	0	0.292	0	0	0.292
CIT	UBE2L3	9606.ENSP00000376306	9606.ENSP00000400906	0	0	0	0	0	0.292	0	0	0.292
CIT	ZNF142	9606.ENSP00000376306	9606.ENSP00000398798	0	0	0	0	0	0.292	0	0	0.292
CIT	HNRNPU	9606.ENSP00000376306	9606.ENSP00000491215	0	0	0	0	0	0.292	0	0	0.292
CIT	HSPA2	9606.ENSP00000376306	9606.ENSP00000378199	0	0	0	0	0	0.292	0	0	0.292
CIT	SERPINH1	9606.ENSP00000376306	9606.ENSP00000434412	0	0	0	0	0	0.292	0	0	0.292
CIT	ETFA	9606.ENSP00000376306	9606.ENSP00000452762	0	0	0	0	0	0.292	0	0	0.292
CIT	HSPA8	9606.ENSP00000376306	9606.ENSP00000437125	0	0	0	0	0	0.292	0	0	0.292
CIT	PHB	9606.ENSP00000376306	9606.ENSP00000479488	0	0	0	0	0	0.292	0	0	0.292
CIT	SMARCC2	9606.ENSP00000376306	9606.ENSP00000449396	0	0	0	0	0	0.292	0	0	0.292
CIT	RAF1	9606.ENSP00000376306	9606.ENSP00000401888	0	0	0	0.555	0	0.292	0	0	0.292
CIT	VDAC1	9606.ENSP00000376306	9606.ENSP00000378487	0	0	0	0	0	0.292	0	0	0.292
CIT	PDIA6	9606.ENSP00000376306	9606.ENSP00000385385	0	0	0	0	0	0.292	0	0	0.292
CIT	KTN1	9606.ENSP00000376306	9606.ENSP00000378725	0	0	0	0	0	0.292	0	0	0.292
CIT	PYCR1	9606.ENSP00000376306	9606.ENSP00000384949	0	0	0	0	0	0.292	0	0	0.292
CIT	POR	9606.ENSP00000376306	9606.ENSP00000419970	0	0	0	0	0	0.292	0	0	0.292
CIT	LANCL1	9606.ENSP00000376306	9606.ENSP00000388713	0	0	0	0	0	0.292	0	0	0.292
CIT	KDM1A	9606.ENSP00000376306	9606.ENSP00000383042	0	0	0	0	0	0.292	0	0	0.292
CIT	PHGDH	9606.ENSP00000376306	9606.ENSP00000493382	0	0	0	0	0	0.292	0	0	0.292
CIT	HDAC2	9606.ENSP00000376306	9606.ENSP00000430432	0	0	0	0	0	0.292	0	0	0.292
CIT	OBSL1	9606.ENSP00000376306	9606.ENSP00000385636	0	0	0	0	0	0.292	0	0	0.292
CIT	UHRF1	9606.ENSP00000376306	9606.ENSP00000479617	0	0	0	0	0	0.292	0	0	0.292
CIT	RAN	9606.ENSP00000376306	9606.ENSP00000446215	0	0	0	0	0	0.292	0	0	0.292
CIT	RHOA	9606.ENSP00000376306	9606.ENSP00000400175	0	0	0	0	0	0.608	0	0	0.608
CLOCK	STAG2	9606.ENSP00000426983	9606.ENSP00000218089	0	0	0	0	0	0.292	0	0	0.292
CLOCK	STUB1	9606.ENSP00000426983	9606.ENSP00000219548	0	0	0	0	0	0.292	0	0	0.292
CLOCK	NR3C1	9606.ENSP00000426983	9606.ENSP00000231509	0	0	0	0	0	0.183	0	0	0.183
CLOCK	H4C6	9606.ENSP00000426983	9606.ENSP00000244537	0	0	0	0	0	0.294	0	0	0.294
CLOCK	NR0B2	9606.ENSP00000426983	9606.ENSP00000254227	0	0	0	0	0	0.183	0	0	0.183
CLOCK	RCOR1	9606.ENSP00000426983	9606.ENSP00000262241	0	0	0	0	0	0.173	0	0	0.173
CLOCK	CREBBP	9606.ENSP00000426983	9606.ENSP00000262367	0	0	0	0	0	0.345	0	0	0.345
CLOCK	EP300	9606.ENSP00000426983	9606.ENSP00000263253	0	0	0	0	0	0.345	0	0	0.345
CLOCK	EPAS1	9606.ENSP00000426983	9606.ENSP00000263734	0	0	0	0.583	0	0.284	0	0	0.284
CLOCK	PPARG	9606.ENSP00000426983	9606.ENSP00000287820	0	0	0	0	0	0.183	0	0	0.183
CLOCK	NR2F6	9606.ENSP00000426983	9606.ENSP00000291442	0	0	0	0	0	0.183	0	0	0.183
CLOCK	SOX2	9606.ENSP00000426983	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0	0.292
CLOCK	NPAS2	9606.ENSP00000426983	9606.ENSP00000338283	0	0	0	0.930	0	0.739	0	0	0.739
CLOCK	NR3C2	9606.ENSP00000426983	9606.ENSP00000350815	0	0	0	0	0	0.183	0	0	0.183
CLOCK	RXRB	9606.ENSP00000426983	9606.ENSP00000363817	0	0	0	0	0	0.183	0	0	0.183
CLOCK	NR0B1	9606.ENSP00000426983	9606.ENSP00000368253	0	0	0	0	0	0.183	0	0	0.183
CLOCK	TP53BP1	9606.ENSP00000426983	9606.ENSP00000371475	0	0	0	0	0	0.439	0	0	0.439
CLOCK	NR2F2	9606.ENSP00000426983	9606.ENSP00000377721	0	0	0	0	0	0.183	0	0	0.183
CLOCK	RHOA	9606.ENSP00000426983	9606.ENSP00000400175	0	0	0	0	0	0.292	0	0	0.292
CLOCK	ESR1	9606.ENSP00000426983	9606.ENSP00000405330	0	0	0	0	0	0.183	0	0	0.183
CLOCK	RXRA	9606.ENSP00000426983	9606.ENSP00000419692	0	0	0	0	0	0.396	0	0	0.396
CLOCK	NR2C2	9606.ENSP00000426983	9606.ENSP00000483059	0	0	0	0	0	0.183	0	0	0.183
CLOCK	NR1H3	9606.ENSP00000426983	9606.ENSP00000477707	0	0	0	0	0	0.183	0	0	0.183
CLPTM1L	NR3C1	9606.ENSP00000313854	9606.ENSP00000231509	0	0	0	0	0	0.169	0	0	0.169
CLPTM1L	H4C6	9606.ENSP00000313854	9606.ENSP00000244537	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	PLEKHA4	9606.ENSP00000313854	9606.ENSP00000263265	0	0	0	0	0	0.292	0	0	0.292
CLPTM1L	RPN1	9606.ENSP00000313854	9606.ENSP00000296255	0	0	0	0	0	0.213	0	0	0.213
CLPTM1L	VIRMA	9606.ENSP00000313854	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
CLPTM1L	KMT2D	9606.ENSP00000313854	9606.ENSP00000301067	0	0	0	0	0	0.303	0	0	0.303
CLPTM1L	H2BW2	9606.ENSP00000313854	9606.ENSP00000347119	0	0	0	0	0	0.153	0	0	0.152
CLPTM1L	SMC1A	9606.ENSP00000313854	9606.ENSP00000323421	0	0	0	0	0	0.169	0	0	0.169
CLPTM1L	H3C14	9606.ENSP00000313854	9606.ENSP00000358154	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C7	9606.ENSP00000313854	9606.ENSP00000484095	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C11	9606.ENSP00000313854	9606.ENSP00000483283	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C15	9606.ENSP00000313854	9606.ENSP00000385479	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C8	9606.ENSP00000313854	9606.ENSP00000484638	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C1	9606.ENSP00000313854	9606.ENSP00000480826	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C4	9606.ENSP00000313854	9606.ENSP00000366999	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C2	9606.ENSP00000313854	9606.ENSP00000484841	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C10	9606.ENSP00000313854	9606.ENSP00000358160	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C3	9606.ENSP00000313854	9606.ENSP00000484658	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H3C6	9606.ENSP00000313854	9606.ENSP00000489282	0	0	0	0	0	0.195	0	0	0.195
CLPTM1L	H4C1	9606.ENSP00000313854	9606.ENSP00000479106	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C13	9606.ENSP00000313854	9606.ENSP00000480960	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C12	9606.ENSP00000313854	9606.ENSP00000479794	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C4	9606.ENSP00000313854	9606.ENSP00000479461	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C15	9606.ENSP00000313854	9606.ENSP00000462355	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C3	9606.ENSP00000313854	9606.ENSP00000367034	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C14	9606.ENSP00000313854	9606.ENSP00000462667	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4-16	9606.ENSP00000313854	9606.ENSP00000443017	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C2	9606.ENSP00000313854	9606.ENSP00000366974	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C9	9606.ENSP00000313854	9606.ENSP00000481486	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C8	9606.ENSP00000313854	9606.ENSP00000489236	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C11	9606.ENSP00000313854	9606.ENSP00000347168	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	H4C5	9606.ENSP00000313854	9606.ENSP00000484789	0	0	0	0	0	0.268	0	0	0.268
CLPTM1L	RNF4	9606.ENSP00000313854	9606.ENSP00000426503	0	0	0	0	0	0.292	0	0	0.292
CNBP	NR3C1	9606.ENSP00000410769	9606.ENSP00000231509	0	0	0	0	0	0.301	0	0	0.301
CNBP	RAB11A	9606.ENSP00000410769	9606.ENSP00000261890	0	0	0	0	0	0.150	0	0	0.150
CNBP	PLEKHA4	9606.ENSP00000410769	9606.ENSP00000263265	0	0	0	0	0	0.292	0	0	0.292
CNBP	HSPA9	9606.ENSP00000410769	9606.ENSP00000297185	0	0	0	0	0	0.273	0	0	0.273
CNBP	LRRK2	9606.ENSP00000410769	9606.ENSP00000298910	0	0	0	0	0	0.297	0	0	0.297
CNBP	MEPCE	9606.ENSP00000410769	9606.ENSP00000308546	0	0	0	0	0	0.292	0	0	0.292
CNBP	HEXIM1	9606.ENSP00000410769	9606.ENSP00000328773	0	0	0	0	0	0.292	0	0	0.292
CNBP	SMARCB1	9606.ENSP00000410769	9606.ENSP00000340883	0	0	0	0	0	0.292	0	0	0.292
CNBP	ZNF512	9606.ENSP00000410769	9606.ENSP00000347648	0	0	0	0	0	0.377	0	0	0.377
CNBP	DAP3	9606.ENSP00000410769	9606.ENSP00000357320	0	0	0	0	0	0.159	0	0	0.159
CNBP	RBM34	9606.ENSP00000410769	9606.ENSP00000386226	0	0	0	0	0	0.494	0	0	0.494
CNBP	RAN	9606.ENSP00000410769	9606.ENSP00000446215	0	0	0	0	0	0.190	0	0	0.190
CNBP	LARP7	9606.ENSP00000410769	9606.ENSP00000422626	0	0	0	0	0	0.328	0	0	0.328
COPS6	NR3C1	9606.ENSP00000304102	9606.ENSP00000231509	0	0	0	0	0	0.314	0	0	0.314
COPS6	VHL	9606.ENSP00000304102	9606.ENSP00000256474	0	0	0	0	0	0.800	0	0	0.800
COPS6	PLEKHA4	9606.ENSP00000304102	9606.ENSP00000263265	0	0	0	0	0	0.310	0	0	0.310
COPS6	RPS27A	9606.ENSP00000304102	9606.ENSP00000272317	0	0	0	0	0	0.205	0	0	0.205
COPS6	SHKBP1	9606.ENSP00000304102	9606.ENSP00000291842	0	0	0	0	0	0.166	0	0	0.165
COPS6	LRR1	9606.ENSP00000304102	9606.ENSP00000298288	0	0	0	0	0	0.828	0	0	0.828
COPS6	LRRK2	9606.ENSP00000304102	9606.ENSP00000298910	0	0	0	0	0	0.298	0	0	0.298
COPS6	HNRNPD	9606.ENSP00000304102	9606.ENSP00000313199	0	0	0	0	0	0.156	0	0	0.156
COPS6	IMP3	9606.ENSP00000304102	9606.ENSP00000326981	0	0	0	0	0	0.187	0	0	0.187
COPS6	ZFAND4	9606.ENSP00000304102	9606.ENSP00000339484	0	0	0	0	0	0.205	0	0	0.205
COPS6	DSP	9606.ENSP00000304102	9606.ENSP00000369129	0	0	0	0	0	0.253	0	0	0.253
COPS6	RECQL4	9606.ENSP00000304102	9606.ENSP00000482313	0	0	0	0	0	0.292	0	0	0.292
COPS6	RPS26	9606.ENSP00000304102	9606.ENSP00000348849	0	0	0	0	0	0.285	0	0	0.284
COPS6	FBXW7	9606.ENSP00000304102	9606.ENSP00000474725	0	0	0	0	0	0.240	0	0	0.240
COPS6	UBE3A	9606.ENSP00000304102	9606.ENSP00000497594	0	0	0	0	0	0.292	0	0	0.292
COPS6	RACK1	9606.ENSP00000304102	9606.ENSP00000426909	0	0	0	0	0	0.292	0	0	0.292
COPS6	JUN	9606.ENSP00000304102	9606.ENSP00000360266	0	0	0	0	0	0.379	0	0	0.379
COPS6	SFN	9606.ENSP00000304102	9606.ENSP00000340989	0	0	0	0	0	0.334	0	0	0.334
COPS6	UBA52	9606.ENSP00000304102	9606.ENSP00000388107	0	0	0	0	0	0.337	0	0	0.337
COX5B	NR3C1	9606.ENSP00000258424	9606.ENSP00000231509	0	0	0	0	0	0.172	0	0	0.172
COX5B	TMEM59	9606.ENSP00000258424	9606.ENSP00000234831	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA12B	9606.ENSP00000258424	9606.ENSP00000254963	0	0	0	0	0	0.155	0	0	0.154
COX5B	RTN4	9606.ENSP00000258424	9606.ENSP00000337838	0	0	0	0	0	0.200	0	0	0.200
COX5B	HSPA1L	9606.ENSP00000258424	9606.ENSP00000364805	0	0	0	0	0	0.155	0	0	0.154
COX5B	TMEM59L	9606.ENSP00000258424	9606.ENSP00000470879	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA1A	9606.ENSP00000258424	9606.ENSP00000364802	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA6	9606.ENSP00000258424	9606.ENSP00000310219	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA1B	9606.ENSP00000258424	9606.ENSP00000364801	0	0	0	0	0	0.155	0	0	0.154
COX5B	HYOU1	9606.ENSP00000258424	9606.ENSP00000480150	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA2	9606.ENSP00000258424	9606.ENSP00000378199	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA5	9606.ENSP00000258424	9606.ENSP00000324173	0	0	0	0	0	0.155	0	0	0.154
COX5B	PLEKHA4	9606.ENSP00000258424	9606.ENSP00000263265	0	0	0	0	0	0.292	0	0	0.292
COX5B	HSPA4	9606.ENSP00000258424	9606.ENSP00000302961	0	0	0	0	0	0.155	0	0	0.154
COX5B	HSPA8	9606.ENSP00000258424	9606.ENSP00000437125	0	0	0	0	0	0.155	0	0	0.154
COX5B	PHB	9606.ENSP00000258424	9606.ENSP00000479488	0	0	0	0	0	0.161	0	0	0.161
COX5B	DLAT	9606.ENSP00000258424	9606.ENSP00000280346	0	0	0	0	0	0.208	0	0	0.208
COX5B	HSPA9	9606.ENSP00000258424	9606.ENSP00000297185	0	0	0	0	0	0.840	0	0	0.840
CPVL	NR3C1	9606.ENSP00000387164	9606.ENSP00000231509	0	0	0	0	0	0.512	0	0	0.512
CPVL	TRAF2	9606.ENSP00000387164	9606.ENSP00000247668	0	0	0	0	0	0.164	0	0	0.163
CPVL	WDR76	9606.ENSP00000387164	9606.ENSP00000263795	0	0	0	0	0	0.320	0	0	0.320
CPVL	TSC1	9606.ENSP00000387164	9606.ENSP00000298552	0	0	0	0	0	0.184	0	0	0.183
CPVL	HSPA5	9606.ENSP00000387164	9606.ENSP00000324173	0	0	0	0	0	0.261	0	0	0.260
CPVL	TUBB4B	9606.ENSP00000387164	9606.ENSP00000341289	0	0	0	0	0	0.190	0	0	0.190
CPVL	PHACTR3	9606.ENSP00000387164	9606.ENSP00000360054	0	0	0	0	0	0.166	0	0	0.165
CPVL	H3C1	9606.ENSP00000387164	9606.ENSP00000480826	0	0	0	0	0	0.166	0	0	0.165
CPVL	HDAC2	9606.ENSP00000387164	9606.ENSP00000430432	0	0	0	0	0	0.190	0	0	0.190
CPVL	RECQL4	9606.ENSP00000387164	9606.ENSP00000482313	0	0	0	0	0	0.292	0	0	0.292
CREB1	NR3C1	9606.ENSP00000387699	9606.ENSP00000231509	0	0	0	0	0	0.512	0	0	0.512
CREB1	NFYB	9606.ENSP00000387699	9606.ENSP00000240055	0	0	0	0	0	0.292	0	0	0.292
CREB1	H4C6	9606.ENSP00000387699	9606.ENSP00000244537	0	0	0	0	0	0.292	0	0	0.292
CREB1	CREBBP	9606.ENSP00000387699	9606.ENSP00000262367	0	0	0	0	0	0.996	0	0	0.996
CREB1	EP300	9606.ENSP00000387699	9606.ENSP00000263253	0	0	0	0	0	0.875	0	0	0.875
CREB1	STAT3	9606.ENSP00000387699	9606.ENSP00000264657	0	0	0	0	0	0.292	0	0	0.292
CREB1	DAXX	9606.ENSP00000387699	9606.ENSP00000266000	0	0	0	0	0	0.292	0	0	0.292
CREB1	NCOR1	9606.ENSP00000387699	9606.ENSP00000268712	0	0	0	0	0	0.301	0	0	0.301
CREB1	TP53	9606.ENSP00000387699	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0	0.776
CREB1	DNMT3L	9606.ENSP00000387699	9606.ENSP00000270172	0	0	0	0	0	0.292	0	0	0.292
CREB1	SRA1	9606.ENSP00000387699	9606.ENSP00000337513	0	0	0	0	0	0.239	0	0	0.239
CREB1	KAT5	9606.ENSP00000387699	9606.ENSP00000340330	0	0	0	0	0	0.292	0	0	0.292
CREB1	SMARCA4	9606.ENSP00000387699	9606.ENSP00000343896	0	0	0	0	0	0.516	0	0	0.516
CREB1	POU2F1	9606.ENSP00000387699	9606.ENSP00000356840	0	0	0	0	0	0.294	0	0	0.294
CREB1	NFIA	9606.ENSP00000387699	9606.ENSP00000360231	0	0	0	0	0	0.164	0	0	0.163
CREB1	JUN	9606.ENSP00000387699	9606.ENSP00000360266	0	0	0	0	0	0.400	0	0	0.400
CREB1	HDAC1	9606.ENSP00000387699	9606.ENSP00000362649	0	0	0	0	0	0.511	0	0	0.511
CREB1	H3C1	9606.ENSP00000387699	9606.ENSP00000480826	0	0	0	0	0	0.292	0	0	0.292
CREB1	H3C2	9606.ENSP00000387699	9606.ENSP00000484841	0	0	0	0	0	0.292	0	0	0.292
CREB1	HDAC2	9606.ENSP00000387699	9606.ENSP00000430432	0	0	0	0	0	0.511	0	0	0.511
CREB1	NFATC1	9606.ENSP00000387699	9606.ENSP00000389377	0	0	0	0	0	0.366	0	0	0.366
CREB1	RPS6KA5	9606.ENSP00000387699	9606.ENSP00000479667	0	0	0	0	0	0.625	0	0	0.625
CREBBP	FOXJ2	9606.ENSP00000262367	9606.ENSP00000162391	0	0	0	0	0	0.183	0	0	0.183
CREBBP	MYBL2	9606.ENSP00000262367	9606.ENSP00000217026	0	0	0	0	0	0.546	0	0	0.546
CREBBP	TBP	9606.ENSP00000262367	9606.ENSP00000230354	0	0	0	0	0	0.292	0	0	0.292
CREBBP	NR3C1	9606.ENSP00000262367	9606.ENSP00000231509	0	0	0	0	0	0.788	0	0	0.788
CREBBP	NFYB	9606.ENSP00000262367	9606.ENSP00000240055	0	0	0	0	0	0.292	0	0	0.292
CREBBP	H4C6	9606.ENSP00000262367	9606.ENSP00000244537	0	0	0	0	0	0.986	0	0	0.986
CREBBP	TRIM28	9606.ENSP00000262367	9606.ENSP00000253024	0	0	0	0	0	0.301	0	0	0.301
CREBBP	MDM2	9606.ENSP00000262367	9606.ENSP00000258149	0	0	0	0	0	0.625	0	0	0.625
CREBBP	FOXL1	9606.ENSP00000262367	9606.ENSP00000326272	0	0	0	0	0	0.183	0	0	0.183
CREBBP	FOXJ3	9606.ENSP00000262367	9606.ENSP00000361653	0	0	0	0	0	0.183	0	0	0.183
CREBBP	ZNFX1	9606.ENSP00000262367	9606.ENSP00000360817	0	0	0	0	0	0.230	0	0	0.229
CREBBP	ZMYM2	9606.ENSP00000262367	9606.ENSP00000479904	0	0	0	0	0	0.249	0	0	0.249
CREBBP	PTMS	9606.ENSP00000262367	9606.ENSP00000374113	0	0	0	0	0	0.292	0	0	0.292
CREBBP	PYCR1	9606.ENSP00000262367	9606.ENSP00000384949	0	0	0	0	0	0.292	0	0	0.292
CREBBP	VIRMA	9606.ENSP00000262367	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
CREBBP	POLR1E	9606.ENSP00000262367	9606.ENSP00000367029	0	0	0	0	0	0.292	0	0	0.292
CREBBP	GRIP1	9606.ENSP00000262367	9606.ENSP00000381098	0	0	0	0	0	0.292	0	0	0.292
CREBBP	PIAS2	9606.ENSP00000262367	9606.ENSP00000465676	0	0	0	0	0	0.230	0	0	0.229
CREBBP	RPS27A	9606.ENSP00000262367	9606.ENSP00000272317	0	0	0	0	0	0.292	0	0	0.292
CREBBP	HMGB2	9606.ENSP00000262367	9606.ENSP00000296503	0	0	0	0	0	0.293	0	0	0.293
CREBBP	NR3C2	9606.ENSP00000262367	9606.ENSP00000350815	0	0	0	0	0	0.325	0	0	0.325
CREBBP	GATAD2A	9606.ENSP00000262367	9606.ENSP00000384899	0	0	0	0	0	0.230	0	0	0.229
CREBBP	RPS6KA5	9606.ENSP00000262367	9606.ENSP00000479667	0	0	0	0	0	0.294	0	0	0.294
CREBBP	PIAS1	9606.ENSP00000262367	9606.ENSP00000438574	0	0	0	0	0	0.230	0	0	0.229
CREBBP	TRIM24	9606.ENSP00000262367	9606.ENSP00000340507	0	0	0	0.550	0	0.297	0	0	0.297
CREBBP	KDM2B	9606.ENSP00000262367	9606.ENSP00000366271	0	0	0	0	0	0.295	0	0	0.295
CREBBP	SMARCB1	9606.ENSP00000262367	9606.ENSP00000340883	0	0	0	0	0	0.292	0	0	0.292
CREBBP	PBX1	9606.ENSP00000262367	9606.ENSP00000405890	0	0	0	0	0	0.292	0	0	0.292
CREBBP	TP53BP1	9606.ENSP00000262367	9606.ENSP00000371475	0	0	0	0	0	0.439	0	0	0.439
CREBBP	NFATC1	9606.ENSP00000262367	9606.ENSP00000389377	0	0	0	0	0	0.171	0	0	0.171
CREBBP	PELP1	9606.ENSP00000262367	9606.ENSP00000301396	0	0	0	0	0	0.300	0	0	0.300
CREBBP	HSPA8	9606.ENSP00000262367	9606.ENSP00000437125	0	0	0	0	0	0.292	0	0	0.292
CREBBP	HMGB1	9606.ENSP00000262367	9606.ENSP00000345347	0	0	0	0	0	0.293	0	0	0.293
CREBBP	H2AC8	9606.ENSP00000262367	9606.ENSP00000303373	0	0	0	0	0	0.294	0	0	0.294
CREBBP	NPAS2	9606.ENSP00000262367	9606.ENSP00000338283	0	0	0	0	0	0.345	0	0	0.345
CREBBP	TLE3	9606.ENSP00000262367	9606.ENSP00000452871	0	0	0	0	0	0.229	0	0	0.228
CREBBP	ONECUT1	9606.ENSP00000262367	9606.ENSP00000302630	0	0	0	0	0	0.510	0	0	0.510
CREBBP	MED25	9606.ENSP00000262367	9606.ENSP00000326767	0	0	0	0	0	0.295	0	0	0.295
CREBBP	SMARCA2	9606.ENSP00000262367	9606.ENSP00000371638	0	0	0	0	0	0.328	0	0	0.328
CREBBP	POU1F1	9606.ENSP00000262367	9606.ENSP00000342931	0	0	0	0	0	0.306	0	0	0.306
CREBBP	ETS2	9606.ENSP00000262367	9606.ENSP00000353344	0	0	0	0	0	0.644	0	0	0.644
CREBBP	KAT5	9606.ENSP00000262367	9606.ENSP00000340330	0	0	0	0	0	0.292	0	0	0.292
CREBBP	PML	9606.ENSP00000262367	9606.ENSP00000268058	0	0	0	0	0	0.783	0	0	0.783
CREBBP	DAXX	9606.ENSP00000262367	9606.ENSP00000266000	0	0	0	0	0	0.634	0	0	0.634
CREBBP	PPARGC1A	9606.ENSP00000262367	9606.ENSP00000264867	0	0	0	0	0	0.292	0	0	0.292
CREBBP	NCOR2	9606.ENSP00000262367	9606.ENSP00000384018	0	0	0	0	0	0.304	0	0	0.304
CREBBP	TDG	9606.ENSP00000262367	9606.ENSP00000376611	0	0	0	0	0	0.816	0	0	0.816
CREBBP	H4C1	9606.ENSP00000262367	9606.ENSP00000479106	0	0	0	0	0	0.900	0	0	0.900
CREBBP	H4C13	9606.ENSP00000262367	9606.ENSP00000480960	0	0	0	0	0	0.900	0	0	0.900
CREBBP	H4C12	9606.ENSP00000262367	9606.ENSP00000479794	0	0	0	0	0	0.900	0	0	0.900
CREBBP	H4C4	9606.ENSP00000262367	9606.ENSP00000479461	0	0	0	0	0	0.900	0	0	0.900
CREBBP	H4C15	9606.ENSP00000262367	9606.ENSP00000462355	0	0	0	0	0	0.900	0	0	0.900
