#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
6461	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Kumar AS (2007)	17103262	175785	388	Progesterone	Akrolutin|Lutogynon|(S)-Pregn-4-en-3,20-dione|Luteohormone|17alpha-Progesterone|Progesteron|delta(4)-Pregnene-3,20-dione|Crinone|(S)-Progesterone|Progesterona|Pregn-4-ene-3,20-dione|Progesterone|17-progesterone|Progestrone|Agolutin|(S)-4-Pregnene-3,20-dione|Corpus Luteum Hormone|Gelbkoerperhormon|Progesteronum|4-Pregnene-3,20-dione	gesterol in oil-liq im 50mg/ml	DRUGBANK	DB00396	C21H30O2	small molecule	G03DA04|G03FA04	57-83-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RJKFOVLPORLFTN-LEKSSAKUSA-N
7376	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Moen MD (2008)	18778124	176379	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7377	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Chen X (2002)	11752352	171740	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7378	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Matsumoto T (2006)	16951478	176385	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7379	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Khovidhunkit W (1999)	10068418	176383	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7380	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Figtree GA (1999)	10477535	176382	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7381	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Cummings SR (1999)	10376571	176381	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7382	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Scott JA (1999)	10507743	176380	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7383	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Bryant HU (1999)	10418979	176378	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7384	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Schafer JI (1999)	10485477	176384	473	Raloxifene	(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone|Keoxifene|RAL|Raloxifene|LY 139481|Raloxifeno|Raloxifenum	pms-raloxifene|evista|act ralo	DRUGBANK	DB00481	C28H27NO4S	small molecule	G03XC01	84449-90-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZUITABIAKMVPG-UHFFFAOYSA-N
7814	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Lewis-Wambi JS (2006)	16917142	176743	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7815	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Liu X (2003)	12870885	176742	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7816	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Locci P (2001)	11747628	176741	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7817	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Gennari L (2007)	17503894	176740	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7818	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Shelly W (2008)	18279543	176738	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7819	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Jones KL (2004)	15369444	176739	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7820	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Ariazi EA (2006)	16515478	176736	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7821	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Goldstein LJ (2006)	16595024	176737	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7822	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Smith MR (2006)	17062721	176734	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7823	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Taneja SS (2006)	16503765	176735	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
7824	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	modulator	target	Chen X (2002)	11752352	171740	529	Toremifene	Toremifenum|Toremifeno	fareston	DRUGBANK	DB00539	C26H28ClNO	small molecule	L02BA02	89778-26-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	XFCLJVABOIYOMF-QPLCGJKRSA-N
8509	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Jain JK (2007)	17094978	177204	593	Medroxyprogesterone acetate	6-Methyl-17-hydroxyprogesterone acetate|(6alpha)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione|Medroxyprogesterone acetate|17alpha-Hydroxy-6alpha-methylprogesterone acetate|Medroxyprogesterone 17-acetate|Metigestrona|6alpha-Methyl-17alpha-hydroxyprogesterone acetate|MPA|6-Methyl-17-acetoxy progesterone|6alpha-Methyl-4-pregnene-3,20-dion-17alpha-ol acetate|17-Acetoxy-6alpha-methylprogesterone|6-alpha-Methyl-17-alpha-acetoxyprogesterone|17-hydroxy-6-methylprogesterone acetate|6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate|17-Acetoxy-6-methylprogesterone|Methylacetoxyprogesterone|6alpha-Methyl-17-acetoxy progesterone|Medroxyacetate progesterone	provera 2.5mg tablets|medroxy-	DRUGBANK	DB00603	C24H34O4	small molecule	G03AA08|G03FA12|G03FB06|G03DA02|G03AC06|L02AB02	71-58-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PSGAAPLEWMOORI-PEINSRQWSA-N
8510	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Ghebeh H (2007)	17415709	175788	593	Medroxyprogesterone acetate	6-Methyl-17-hydroxyprogesterone acetate|(6alpha)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione|Medroxyprogesterone acetate|17alpha-Hydroxy-6alpha-methylprogesterone acetate|Medroxyprogesterone 17-acetate|Metigestrona|6alpha-Methyl-17alpha-hydroxyprogesterone acetate|MPA|6-Methyl-17-acetoxy progesterone|6alpha-Methyl-4-pregnene-3,20-dion-17alpha-ol acetate|17-Acetoxy-6alpha-methylprogesterone|6-alpha-Methyl-17-alpha-acetoxyprogesterone|17-hydroxy-6-methylprogesterone acetate|6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate|17-Acetoxy-6-methylprogesterone|Methylacetoxyprogesterone|6alpha-Methyl-17-acetoxy progesterone|Medroxyacetate progesterone	provera 2.5mg tablets|medroxy-	DRUGBANK	DB00603	C24H34O4	small molecule	G03AA08|G03FA12|G03FB06|G03DA02|G03AC06|L02AB02	71-58-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PSGAAPLEWMOORI-PEINSRQWSA-N
8511	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Lessey BA (2006)	17118173	175789	593	Medroxyprogesterone acetate	6-Methyl-17-hydroxyprogesterone acetate|(6alpha)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione|Medroxyprogesterone acetate|17alpha-Hydroxy-6alpha-methylprogesterone acetate|Medroxyprogesterone 17-acetate|Metigestrona|6alpha-Methyl-17alpha-hydroxyprogesterone acetate|MPA|6-Methyl-17-acetoxy progesterone|6alpha-Methyl-4-pregnene-3,20-dion-17alpha-ol acetate|17-Acetoxy-6alpha-methylprogesterone|6-alpha-Methyl-17-alpha-acetoxyprogesterone|17-hydroxy-6-methylprogesterone acetate|6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate|17-Acetoxy-6-methylprogesterone|Methylacetoxyprogesterone|6alpha-Methyl-17-acetoxy progesterone|Medroxyacetate progesterone	provera 2.5mg tablets|medroxy-	DRUGBANK	DB00603	C24H34O4	small molecule	G03AA08|G03FA12|G03FB06|G03DA02|G03AC06|L02AB02	71-58-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PSGAAPLEWMOORI-PEINSRQWSA-N
8512	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Yuri T (2007)	17203775	175786	593	Medroxyprogesterone acetate	6-Methyl-17-hydroxyprogesterone acetate|(6alpha)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione|Medroxyprogesterone acetate|17alpha-Hydroxy-6alpha-methylprogesterone acetate|Medroxyprogesterone 17-acetate|Metigestrona|6alpha-Methyl-17alpha-hydroxyprogesterone acetate|MPA|6-Methyl-17-acetoxy progesterone|6alpha-Methyl-4-pregnene-3,20-dion-17alpha-ol acetate|17-Acetoxy-6alpha-methylprogesterone|6-alpha-Methyl-17-alpha-acetoxyprogesterone|17-hydroxy-6-methylprogesterone acetate|6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate|17-Acetoxy-6-methylprogesterone|Methylacetoxyprogesterone|6alpha-Methyl-17-acetoxy progesterone|Medroxyacetate progesterone	provera 2.5mg tablets|medroxy-	DRUGBANK	DB00603	C24H34O4	small molecule	G03AA08|G03FA12|G03FB06|G03DA02|G03AC06|L02AB02	71-58-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PSGAAPLEWMOORI-PEINSRQWSA-N
8513	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Kumar AS (2007)	17103262	175785	593	Medroxyprogesterone acetate	6-Methyl-17-hydroxyprogesterone acetate|(6alpha)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione|Medroxyprogesterone acetate|17alpha-Hydroxy-6alpha-methylprogesterone acetate|Medroxyprogesterone 17-acetate|Metigestrona|6alpha-Methyl-17alpha-hydroxyprogesterone acetate|MPA|6-Methyl-17-acetoxy progesterone|6alpha-Methyl-4-pregnene-3,20-dion-17alpha-ol acetate|17-Acetoxy-6alpha-methylprogesterone|6-alpha-Methyl-17-alpha-acetoxyprogesterone|17-hydroxy-6-methylprogesterone acetate|6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate|17-Acetoxy-6-methylprogesterone|Methylacetoxyprogesterone|6alpha-Methyl-17-acetoxy progesterone|Medroxyacetate progesterone	provera 2.5mg tablets|medroxy-	DRUGBANK	DB00603	C24H34O4	small molecule	G03AA08|G03FA12|G03FB06|G03DA02|G03AC06|L02AB02	71-58-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PSGAAPLEWMOORI-PEINSRQWSA-N
9046	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Sasson S (1991)	2011412	177583	645	Estrone	Folliculin|Estrona|Estronum|Estrone|follicular hormone|3-Hydroxy-1,3,5(10)-estratrien-17-one|Oestrone	oestrilin creme vaginale 1mg|e	DRUGBANK	DB00655	C18H22O2	small molecule	G03CA07|G03CC04	53-16-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DNXHEGUUPJUMQT-CBZIJGRNSA-N
9047	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Chen X (2002)	11752352	171740	645	Estrone	Folliculin|Estrona|Estronum|Estrone|follicular hormone|3-Hydroxy-1,3,5(10)-estratrien-17-one|Oestrone	oestrilin creme vaginale 1mg|e	DRUGBANK	DB00655	C18H22O2	small molecule	G03CA07|G03CC04	53-16-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DNXHEGUUPJUMQT-CBZIJGRNSA-N
9048	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Margeat E (2003)	12547192	177584	645	Estrone	Folliculin|Estrona|Estronum|Estrone|follicular hormone|3-Hydroxy-1,3,5(10)-estratrien-17-one|Oestrone	oestrilin creme vaginale 1mg|e	DRUGBANK	DB00655	C18H22O2	small molecule	G03CA07|G03CC04	53-16-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DNXHEGUUPJUMQT-CBZIJGRNSA-N
9383	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Fabian CJ (2002)	11906441	177735	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9384	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Sasson S (1991)	2011412	177583	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9385	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Chen X (2002)	11752352	171740	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9386	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Cyrus K (2010)	20512796	177734	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9387	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	antagonist	target	Fabian CJ (2002)	11906441	177735	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9388	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	antagonist	target	Sasson S (1991)	2011412	177583	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
9389	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	antagonist	target	Chen X (2002)	11752352	171740	665	Tamoxifen	1-P-beta-Dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Citofen|Valodex|Tamoxifene|Tamoxifeno|Nourytam|(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine|Crisafeno|Tamone|1-Para-beta-dimethylaminoethoxyphenyl-trans-1,2-diphenylbut-1-ene|Retaxim|Tamoxifenum|Apo-tamox|Tamoxifne|Zemide|Istubol|Noltam|Diemon|Tamofen|trans-Tamoxifen|Tamoxasta|Oncomox|Tamoxifen|Gen-tamoxifen|(Z)-2-(Para-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethylamine	pms-tamoxifen|tamone  -  (20 m	DRUGBANK	DB00675	C26H29NO	small molecule	L02BA01	10540-29-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	NKANXQFJJICGDU-QPLCGJKRSA-N
